Name	ID	Transect	Topography	Elevation	Long	Lat	PPT_At	PPT_Sm	PPT_Sp	PPT_Wt	Tmax_At	Tmax_Sm	Tmax_Sp	Tmax_Wt	Tmin_At	Tmin_Sm	Tmin_Sp	Tmin_Wt	H_Index	PC1	Pg.03r201021s000001_527438_G	Pg.03r201021s000001_527441_C	Pg.03r201021s000001_527450_C	Pg.03r201021s000001_527476_G	Pg.03r201021s000001_527484_G	Pg.03r201021s000001_527580_T	Pg.03r201021s000001_527585_T	Pg.03r201021s000001_527769_A	Pg.03r201021s000001_527789_A	Pg.03r201021s000001_1243804_G	Pg.03r201021s000001_1243887_A	Pg.03r201021s000001_1243909_G	Pg.03r201021s000001_1243910_C	Pg.03r201021s000001_1243980_T	Pg.03r201021s000001_1243981_A	Pg.03r201021s000001_1244116_A	Pg.03r201021s000001_1244125_T	Pg.03r201021s000001_1244179_G	Pg.03r201021s000001_1244230_T	Pg.03r201021s000001_1244266_T	Pg.03r201021s000001_1244270_A	Pg.03r201021s000001_1244273_A	Pg.03r201021s000001_1244308_T	Pg.03r201021s000001_1244375_A	Pg.03r201021s000001_1244389_G	Pg.03r201021s000001_1244396_A	Pg.03r201021s000001_1244398_C	Pg.03r201021s000001_1814892_C	Pg.03r201021s000001_1814971_A	Pg.03r201021s000001_1814993_T	Pg.03r201021s000001_1814995_T
CAL_105502_P004_WB04	 8.3.16	1.Emerald	Valley	Low	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0330245	0	0	2	0	2	0	0	NA	NA	0	2	0	0	2	0	0	0	0	0	0	0	2	NA	NA	NA	NA	NA	2	1	0	1
CAL_105502_P004_WB05	 2.3.9	5.Cascade	S	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	-0.0871748	NA	NA	2	0	2	0	0	0	NA	1	0	0	1	0	0	0	0	1	NA	0	0	0	0	0	2	2	2	NA	0	0	2
CAL_105502_P004_WB06	 9.2.4	2.Cathedral	S	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.0463095	NA	NA	2	0	2	1	2	1	1	0	0	0	0	1	0	0	1	0	1	0	NA	0	0	0	0	2	0	0	2	1	0
CAL_105502_P004_WB07	 8.3.4	1.Emerald	Valley	Low	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0341959	0	0	2	NA	NA	0	0	1	1	1	0	0	1	1	0	0	0	1	2	NA	NA	0	0	0	0	1	0	0	1	0	0
CAL_105502_P004_WB08	 4.1.12	6.Canmore	N	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	0.0193094	0	0	2	0	2	1	0	1	1	2	1	0	1	NA	0	0	0	1	2	0	0	0	1	0	1	1	0	NA	2	0	0
CAL_105502_P004_WB09	 8.3.8	1.Emerald	Valley	Low	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0171708	0	0	0	0	1	1	0	NA	0	0	1	0	0	NA	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0
CAL_105502_P004_WB10	 3.3.16	3.Bell	S	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	0.0412603	0	0	0	1	0	1	0	0	0	2	1	0	1	1	0	0	0	1	NA	NA	NA	0	0	0	0	0	0	0	1	1	0
CAL_105502_P004_WB11	 8.2.4	1.Emerald	N	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0504637	0	0	2	0	2	0	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	1	1	0
CAL_105502_P004_WB12	 8.3.12	1.Emerald	Valley	Low	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0338422	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	2	0	1	1	0	2
CAL_105502_P004_WC01	 7.1.16	7.Yates	S	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	-0.0725339	NA	NA	NA	2	0	0	0	NA	NA	2	1	0	NA	1	0	0	0	0	0	0	0	1	0	0	NA	0	0	2	0	1	1
CAL_105502_P004_WC02	 8.1.8	1.Emerald	S	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0339408	0	0	2	0	NA	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	1	1	0	NA	NA	NA	NA	1	1	0	1
CAL_105502_P004_WC03	 7.3.4	7.Yates	Valley	Low	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	-0.101893	NA	NA	NA	NA	NA	2	2	0	0	NA	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	NA	NA	2	0	0	2
CAL_105502_P004_WC04	 2.1.4	5.Cascade	N	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	0.0532645	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	1	0	0	0	1	2	2	0	2	0	0
CAL_105502_P004_WC05	 6.1.8	8.Old Baldy	N	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	0.0388957	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	1	0	NA	1	1	1	0	0	0	1	NA	0	0	2	0	0
CAL_105502_P004_WC06	 4.2.8	6.Canmore	S	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	-0.00842605	0	0	0	2	0	1	0	2	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
CAL_105502_P004_WC07	 6.3.4	8.Old Baldy	Valley	Low	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	-0.0416653	0	0	1	1	1	0	0	2	2	0	NA	1	0	NA	0	0	1	NA	NA	0	1	1	0	0	0	0	0	0	1	1	0
CAL_105502_P004_WC08	 3.2.16	3.Bell	N	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	0.0504086	NA	NA	NA	NA	NA	0	0	2	2	NA	1	0	NA	1	0	0	0	NA	1	1	1	0	0	0	2	2	0	0	2	0	0
CAL_105502_P004_WC09	 1.1.12	4.Norquay	N	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	0.0494847	0	0	2	0	2	0	0	0	NA	0	1	0	1	1	0	0	0	0	1	0	0	1	0	NA	NA	NA	NA	0	NA	NA	0
CAL_105502_P004_WC10	 9.1.8	2.Cathedral	Valley	Low	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	-0.0618407	NA	NA	NA	NA	NA	2	2	2	2	NA	0	0	2	0	2	2	0	0	1	0	0	0	2	0	0	0	0	2	0	0	2
CAL_105502_P004_WC11	 1.3.8	4.Norquay	Valley	Low	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	-0.0767218	1	1	1	1	NA	NA	NA	2	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	2
CAL_105502_P004_WC12	 2.3.5	5.Cascade	S	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	-0.0262233	2	2	0	2	0	1	1	2	2	0	2	0	0	1	1	1	0	0	1	0	0	1	NA	0	0	0	0	1	0	0	2
CAL_105502_P004_WD01	 3.3.8	3.Bell	S	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	-0.00537562	0	0	2	1	0	0	0	1	0	0	1	0	1	NA	NA	1	0	0	2	0	0	0	1	0	1	0	0	NA	NA	NA	NA
CAL_105502_P004_WD02	 1.2.8	4.Norquay	S	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	0.0337173	0	0	1	1	1	1	1	0	0	NA	NA	0	2	1	1	1	0	0	1	0	0	1	NA	0	0	0	0	NA	1	0	NA
CAL_105502_P004_WD03	 8.1.4	1.Emerald	S	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0558878	NA	NA	NA	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0
CAL_105502_P004_WD04	 3.3.12	3.Bell	S	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	0.0437996	0	0	0	2	0	1	0	2	2	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	2	0	0	2	0	0
CAL_105502_P004_WD05	 7.2.7	7.Yates	N	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	0.0248826	0	0	0	0	0	NA	0	1	1	0	1	0	NA	1	0	0	0	1	2	0	0	0	0	0	0	0	0	NA	1	1	0
CAL_105502_P004_WD06	 6.2.4	8.Old Baldy	S	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	0.0294321	NA	NA	NA	0	2	0	0	NA	NA	NA	2	1	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1
CAL_105502_P004_WD07	 1.1.4	4.Norquay	N	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	0.0490297	NA	NA	NA	NA	NA	0	0	1	1	1	1	0	1	1	0	0	0	1	2	0	0	0	0	NA	NA	NA	NA	1	1	0	1
CAL_105502_P004_WD08	 8.2.12	1.Emerald	N	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0527094	0	0	1	0	1	1	0	0	0	NA	1	0	NA	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0
CAL_105502_P004_WD09	 6.2.12	8.Old Baldy	S	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	0.034801	0	0	1	0	2	0	0	NA	1	0	1	0	NA	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	2	0	0
CAL_105502_P004_WD10	 7.3.16	7.Yates	Valley	Low	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	-0.0699623	0	0	0	0	0	2	1	0	0	2	0	0	2	0	2	1	0	NA	2	0	0	0	NA	0	0	0	0	2	0	1	1
CAL_105502_P004_WD11	 6.1.12	8.Old Baldy	N	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	0.00815986	NA	NA	NA	NA	NA	1	1	NA	1	NA	2	0	0	NA	0	0	0	0	1	1	1	0	0	0	2	2	2	2	0	0	2
CAL_105502_P004_WD12	 6.2.8	8.Old Baldy	S	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	-0.0200577	0	0	0	2	0	2	1	2	2	NA	1	0	1	1	1	1	0	0	1	NA	NA	0	2	0	0	0	0	1	1	0	1
CAL_105502_P004_WE01	 4.2.4	6.Canmore	S	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	-0.0767858	0	2	0	2	0	2	1	1	1	1	1	0	1	NA	1	1	0	0	1	0	0	0	1	0	0	1	0	2	0	0	2
CAL_105502_P004_WE02	 2.3.13	5.Cascade	S	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	-0.0416465	0	0	0	2	0	1	1	2	2	0	2	0	0	1	0	0	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	0	0	1
CAL_105502_P004_WE03	 9.3.4	2.Cathedral	N	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.0466964	0	0	0	2	0	0	0	2	2	0	1	0	NA	1	0	0	0	1	1	0	0	0	NA	0	0	0	0	0	1	1	0
CAL_105502_P004_WE04	 6.3.8	8.Old Baldy	Valley	Low	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	-0.0426254	2	2	0	2	0	2	2	2	2	2	0	0	1	1	0	0	0	NA	1	0	0	0	0	0	1	1	1	2	0	0	2
CAL_105502_P004_WE05	 1.2.12	4.Norquay	S	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	0.0472801	NA	NA	0	2	0	1	1	NA	0	0	2	0	0	2	0	0	0	0	0	1	1	1	0	0	1	0	0	0	2	0	0
CAL_105502_P004_WE06	 4.1.16	6.Canmore	N	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	0.0430349	0	1	0	1	1	2	2	NA	NA	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	1
CAL_105502_P004_WE07	 9.2.12	2.Cathedral	S	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.036566	NA	NA	NA	NA	NA	1	0	0	0	0	1	0	0	2	0	0	0	0	0	1	1	1	0	0	2	2	2	0	1	0	1
CAL_105502_P004_WE08	 1.2.4	4.Norquay	S	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	0.0416645	0	0	0	0	2	0	0	0	0	2	1	0	1	1	0	0	0	0	1	0	0	0	NA	0	0	0	0	NA	2	0	0
CAL_105502_P004_WE09	 2.3.17	5.Cascade	S	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	-0.0860387	0	NA	NA	0	2	1	1	2	2	2	0	0	2	0	1	1	0	0	2	0	0	0	2	1	0	0	0	1	NA	0	1
CAL_105502_P004_WE10	 2.1.8	5.Cascade	N	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	0.0459525	0	0	2	0	2	1	0	2	2	1	NA	0	1	1	0	0	0	1	1	0	0	1	0	0	NA	1	0	1	0	0	0
CAL_105502_P004_WE11	 9.1.12	2.Cathedral	Valley	Low	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.0549838	0	0	2	0	2	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1
CAL_105502_P004_WE12	 7.3.12	7.Yates	Valley	Low	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	-0.0779806	NA	NA	NA	NA	0	1	1	2	2	2	1	0	1	1	0	1	0	1	1	0	0	0	1	0	0	NA	0	2	0	1	NA
CAL_105502_P004_WF01	 8.1.12	1.Emerald	S	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0546172	NA	NA	2	0	2	0	0	0	NA	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	1	1	1	0	1	0	1
CAL_105502_P004_WF02	 9.3.16	2.Cathedral	N	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.0486136	NA	NA	NA	NA	NA	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	NA	0	0	0	2	0	0	1	1	0
CAL_105502_P004_WF03	 4.3.4	6.Canmore	Valley	Low	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	-0.0802308	NA	NA	NA	2	0	2	2	2	2	0	0	0	1	0	NA	NA	0	1	1	0	0	0	0	0	1	2	1	2	0	0	2
CAL_105502_P004_WF04	 2.2.4	5.Cascade	Valley	Low	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	-0.0768431	0	1	0	2	1	NA	1	2	2	1	1	0	1	1	1	1	0	0	1	0	0	0	NA	0	0	1	0	2	0	0	2
CAL_105502_P004_WF05	 8.1.16	1.Emerald	S	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0542208	NA	NA	NA	NA	NA	0	0	1	1	0	2	0	0	2	0	0	0	0	0	1	1	1	0	0	0	0	0	NA	2	0	0
CAL_105502_P004_WF06	 1.3.16	4.Norquay	Valley	Low	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	-0.0869679	0	0	2	NA	NA	1	1	NA	2	1	1	0	NA	NA	NA	1	0	0	1	0	0	0	1	NA	NA	NA	NA	2	0	0	2
CAL_105502_P004_WF07	 4.2.16	6.Canmore	S	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	-0.0814385	0	2	0	2	0	1	1	2	2	0	NA	0	1	1	1	NA	0	0	NA	1	0	0	1	0	2	2	2	NA	1	1	1
CAL_105502_P004_WF08	 1.3.12	4.Norquay	Valley	Low	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	-0.0708574	0	0	2	0	1	1	0	0	NA	2	0	NA	NA	0	1	0	1	1	NA	0	NA	0	2	0	NA	0	0	NA	NA	0	0
CAL_105502_P004_WF09	 7.3.8	7.Yates	Valley	Low	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	-0.0778992	2	2	0	2	0	2	2	2	2	0	0	0	1	0	0	1	0	0	NA	0	0	0	1	0	0	0	NA	NA	0	0	2
CAL_105502_P004_WF10	 6.1.4	8.Old Baldy	N	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	0.046126	1	2	0	2	0	2	2	2	2	NA	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	2	NA	NA	NA
CAL_105502_P004_WF11	 2.2.8	5.Cascade	Valley	Low	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	-0.0867025	0	NA	0	0	2	1	1	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	1	2	2	0	2	0	0
CAL_105502_P004_WF12	 2.2.16	5.Cascade	Valley	Low	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	-0.0758418	1	2	0	2	0	2	2	2	2	NA	NA	NA	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	NA	0	0	2
CAL_105502_P004_WG01	 3.1.8	3.Bell	Valley	Low	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	-0.0369543	0	0	0	2	0	1	1	NA	NA	NA	0	0	0	NA	1	1	0	0	1	0	0	0	2	0	0	0	NA	2	0	0	2
CAL_105502_P004_WG02	 8.2.16	1.Emerald	N	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0415644	0	0	0	0	2	0	0	NA	NA	NA	1	0	1	1	0	0	0	0	2	0	0	1	NA	2	0	0	0	NA	1	0	1
CAL_105502_P004_WG03	 1.2.16	4.Norquay	S	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	0.0307799	0	0	2	0	2	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	NA	0	0	0	0	0	0	0	0	2
CAL_105502_P004_WG04	 8.2.8	1.Emerald	N	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0417636	0	0	2	0	2	0	0	0	0	1	0	0	1	1	0	0	0	0	NA	0	0	0	1	NA	NA	NA	NA	0	0	2	0
CAL_105502_P004_WG05	 3.1.4	3.Bell	Valley	Low	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	0.0121265	0	1	1	1	1	0	0	0	NA	0	NA	0	0	0	0	0	0	1	2	0	0	0	2	NA	NA	NA	NA	2	0	0	2
CAL_105502_P004_WG06	 6.3.16	8.Old Baldy	Valley	Low	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	-0.0628116	0	0	0	2	0	0	0	2	0	2	0	0	2	1	1	1	NA	NA	1	0	0	0	1	0	2	0	NA	NA	0	0	2
CAL_105502_P004_WG07	 3.1.12	3.Bell	Valley	Low	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	-0.00951097	0	1	0	2	1	0	0	2	2	NA	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	2	0
CAL_105502_P004_WG08	 7.1.4	7.Yates	S	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	-0.0546076	0	0	0	0	2	1	0	NA	1	0	0	NA	1	1	0	0	1	1	1	0	1	0	0	0	2	2	0	0	1	1	0
CAL_105502_P004_WG09	 4.3.12	6.Canmore	Valley	Low	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	-0.0559974	NA	NA	NA	NA	2	0	0	1	NA	0	2	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1
CAL_105502_P004_WG10	 4.1.4	6.Canmore	N	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	0.0328684	0	2	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0	NA	NA	NA	NA
CAL_105502_P004_WG11	 4.3.16	6.Canmore	Valley	Low	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	-0.00198524	1	1	1	1	0	1	1	1	1	NA	0	0	2	0	0	1	0	0	1	0	0	0	2	0	2	2	2	2	0	0	2
CAL_105502_P004_WG12	 1.1.8	4.Norquay	N	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	0.0401494	1	1	0	1	1	1	1	0	1	0	2	0	0	2	0	0	0	0	0	1	1	0	0	NA	NA	NA	NA	1	2	0	1
CAL_105502_P004_WH01	 6.3.12	8.Old Baldy	Valley	Low	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	0.052193	0	NA	0	NA	2	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	NA	NA	NA	NA	0	2	0	0
CAL_105502_P004_WH02	 4.2.12	6.Canmore	S	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	-0.0186362	NA	NA	NA	NA	NA	1	1	1	2	1	0	0	1	0	1	1	0	0	1	1	1	0	NA	0	1	1	1	NA	0	NA	NA
CAL_105502_P004_WH03	 7.1.12	7.Yates	S	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	-0.0653873	0	0	0	0	2	1	0	2	2	0	2	0	0	2	0	0	NA	0	0	0	1	0	0	0	1	1	2	0	1	1	0
CAL_105502_P004_WH04	 3.1.16	3.Bell	Valley	Low	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	0.0357353	0	0	2	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	2	2	1	1	0	1	1
CAL_105502_P004_WH05	 1.1.16	4.Norquay	N	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	0.041766	NA	NA	2	0	2	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	2	0	0
CAL_105502_P004_WH07	 4.1.8	6.Canmore	N	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	0.0271631	0	2	0	NA	NA	2	1	2	2	1	1	0	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	0	1
CAL_105502_P004_WH08	 3.2.4	3.Bell	N	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	0.0527837	0	0	0	0	NA	0	0	1	1	0	1	0	1	1	0	0	1	0	0	1	2	0	0	0	NA	NA	NA	NA	1	1	0
